Id,BIRTHDATE,DEATHDATE,SSN,DRIVERS,PASSPORT,PREFIX,FIRST,MIDDLE,LAST,SUFFIX,MAIDEN,MARITAL,RACE,ETHNICITY,GENDER,BIRTHPLACE,ADDRESS,CITY,STATE,COUNTY,FIPS,ZIP,LAT,LON,HEALTHCARE_EXPENSES,HEALTHCARE_COVERAGE,INCOME
bec25def-e2ce-2fe3-4022-747293bc775e,1963-11-12,,999-21-7720,S99965545,X57232428X,Mr.,Martín25,,Cervántez278,,,M,white,hispanic,M,San Jose  San Jose  CR,357 Schmidt Way,Boston,Massachusetts,Suffolk County,25025.0,2215,42.30584940064272,-71.10392726235979,197718.7,99725.89,875378
bff9d9d5-ee3d-d852-9c67-36d8361a4a4a,1944-10-22,,999-45-1987,S99938195,X10612170X,Mr.,Rosario163,,Ortiz186,,,S,asian,nonhispanic,M,Ludlow  Massachusetts  US,438 Schowalter Bypass,Needham,Massachusetts,Norfolk County,25021.0,2494,42.24438127173491,-71.28164193392622,188629.8,183087.68,179146
c053e996-a4c4-6c02-e2b6-284227156c67,2023-06-09,,999-10-8066,,,,Sharyn437,Anette189,Hagenes547,,,,black,hispanic,F,Windsor  Massachusetts  US,663 Blick Plaza,Milford,Massachusetts,Worcester County,25027.0,1757,42.17459827182851,-71.55903801727968,7868.99,710.83,51905
c0a47dee-cc72-29ce-df5a-ea6d306c36a4,1986-11-17,,999-95-9468,S99951330,X88271560X,Mr.,Jonathan639,Vernon254,Carroll471,,,M,white,nonhispanic,M,Brookline  Massachusetts  US,299 Witting Vale Apt 11,Fall River,Massachusetts,Bristol County,25005.0,2747,41.71443190444846,-71.17965584682092,62182.07,34037.66,129734
c0db4bf9-7b77-636f-8eef-41e4250f2128,1975-11-02,,999-28-6503,S99982319,X11802289X,Mr.,Gerry91,Mack300,Harvey63,,,S,white,nonhispanic,M,Natick  Massachusetts  US,346 Haag Heights Apt 97,Lincoln,Massachusetts,Middlesex County,,0,42.39118305129792,-71.33379975805492,101486.22,20130.97,153761
c53d3c4b-b3b9-3303-5a5b-ee949726f4ca,2010-03-18,,999-27-7698,S99976978,,,Sharyn437,,VonRueden376,,,,white,nonhispanic,F,Woburn  Massachusetts  US,348 Dooley Frontage road Suite 71,Marlborough,Massachusetts,Middlesex County,25017.0,1752,42.36142722203717,-71.5134079425191,42299.24,4027.89,905454
c66e4f6a-5dd7-04e6-a6c2-b9f4122446d2,1956-08-04,,999-38-9157,S99969582,X26115282X,Mr.,Xavier983,Toby274,VonRueden376,,,M,white,nonhispanic,M,Greenfield  Massachusetts  US,1089 Hahn Way Unit 93,Yarmouth,Massachusetts,Barnstable County,,0,41.71540239141704,-70.27307585261315,71411.43,1413035.5,22153
c86c400e-ff88-a1e3-2e23-caa4d8311f47,1946-11-25,,999-14-5114,S99964423,X10235038X,Mr.,Cristobal567,Alfredo17,Montero62,,,M,white,hispanic,M,Santo Domingo  National District  DO,479 Haag Camp,Saugus,Massachusetts,Essex County,25009.0,1906,42.433320618228656,-70.96440007767636,478205.57,677351.29,109315
ce2e160d-4a41-c64a-859f-2653d0ec39ad,1991-07-10,,999-82-8005,S99926930,X80511608X,Mr.,Bradly656,,Zemlak964,,,M,white,nonhispanic,M,Dover  Massachusetts  US,595 Parisian Avenue,Boston,Massachusetts,Suffolk County,25025.0,2120,42.29273594993021,-71.09616125989548,56129.72,101913.0,198717
ce44621f-406f-233d-11a3-22cdc96f9aec,2012-08-07,,999-28-2268,,,,Blake449,See995,Konopelski743,,,,black,nonhispanic,F,Forestdale  Massachusetts  US,1093 Gutmann Trail,Boston,Massachusetts,Suffolk County,25025.0,2134,42.3950841900048,-70.96451168302201,33228.45,10743.52,692387
cf22cde5-48e9-1907-78ec-42abd6782fbe,1998-07-23,,999-30-2282,S99951505,X84550038X,Ms.,Letty680,,Predovic534,,,,white,nonhispanic,F,Newton  Massachusetts  US,607 Wuckert Quay,Boston,Massachusetts,Suffolk County,25025.0,2215,42.31359280953481,-71.10955868482927,9529.42,223302.92,2130
d15b23ed-02d5-3e28-efbd-2604425317c5,2026-02-04,,999-23-1094,,,,Ivan258,,Goodwin327,,,,white,nonhispanic,M,Lawrence  Massachusetts  US,640 Prosacco Street Suite 54,Boston,Massachusetts,Suffolk County,25025.0,2152,42.243413698535726,-71.0777962572229,100.0,1623.22,4255
d20bc0bc-3051-ae6f-f391-ceec7ec0370f,2009-12-16,,999-62-3335,S99945145,,,Lavette209,Cathrine584,Kozey370,,,,white,nonhispanic,F,Lawrence  Massachusetts  US,976 Kilback Lodge Apt 46,Somerville,Massachusetts,Middlesex County,25017.0,2143,42.43372945231455,-71.12951030106568,5688.77,571743.29,21963
d3727ff2-5d7b-347f-d78c-edc4323cf890,2009-03-12,,999-94-4285,S99976672,,,Eunice461,Diann220,Fay398,,,,black,nonhispanic,F,Weymouth  Massachusetts  US,777 Bosco Union Suite 34,Boston,Massachusetts,Suffolk County,25025.0,2108,42.29039304794446,-71.16480709371824,62715.69,121882.9,56736
d3cb6736-0991-40ed-a220-7c714aba4c37,1982-04-25,,999-18-9450,S99920021,X88655673X,Mr.,Tristan353,Josh874,Reichel38,,,M,white,nonhispanic,M,Raynham  Massachusetts  US,1089 Casper Branch Apt 85,Burlington,Massachusetts,Middlesex County,25017.0,1730,42.5307188102959,-71.15633262385516,121145.7,13616.25,130944
d57841fa-c9e2-a3d1-0e78-09bdbe4eed66,1965-04-12,,999-78-2116,S99947192,X88231671X,Mrs.,Jessica140,Susannah249,Wisoky380,,McKenzie376,D,white,nonhispanic,F,Pittsfield  Massachusetts  US,891 Mraz Bridge Apt 79,Rockland,Massachusetts,Plymouth County,,0,42.10199239245121,-70.88759784295742,278590.33,472452.32,145475
d7eb9f22-cff9-06c1-12a5-dc9a43ea5b3e,1962-04-11,,999-98-5891,S99998584,X72197684X,Mrs.,Jaunita130,Milda157,Mills423,,Hintz995,D,black,nonhispanic,F,Brockton  Massachusetts  US,595 Pagac Village,Springfield,Massachusetts,Hampden County,25013.0,1106,42.09939768267698,-72.57915142421663,19770.26,990739.65,12354
dd9da64b-7b38-4f91-e75d-b1268dde60d4,1986-10-20,,999-51-2949,S99996436,X62923189X,Mrs.,Donnetta255,Alexandria361,Lang846,,Jenkins714,M,black,nonhispanic,F,Plymouth  Massachusetts  US,684 Welch Arcade Apt 38,Newbury,Massachusetts,Essex County,,0,42.75562346149784,-70.84243591079736,24307.74,750174.7,80611
df2f3ddb-2760-b3c7-40be-f2fbee474089,1975-11-02,2017-12-17,999-49-5175,S99914716,X73235783X,Mr.,Dallas143,,Jacobi462,,,M,white,nonhispanic,M,Lynn  Massachusetts  US,183 Abernathy Alley,Lincoln,Massachusetts,Middlesex County,,0,42.45431978149434,-71.32437661830932,99222.26,9325.91,153761
e4dffd18-650e-d1a9-f0bb-df102547605e,1994-04-21,,999-81-8799,S99946241,X28636709X,Ms.,Alejandrina481,,Wisoky380,,,S,white,nonhispanic,F,Monomoscoy Island  Massachusetts  US,234 Kuhn Gardens Apt 2,Boston,Massachusetts,Suffolk County,25025.0,2136,42.28274948068507,-71.17424316256192,105722.79,532289.39,185567
e632520a-2e4f-3419-c0f1-1f7b89f11d9c,1965-01-12,,999-67-4307,S99943067,X31769275X,Ms.,Katherine209,Lieselotte680,Schamberger479,,,S,white,nonhispanic,F,Springfield  Massachusetts  US,676 Konopelski Vista Unit 69,Rockland,Massachusetts,Plymouth County,,0,42.10281268055316,-70.90121885041935,337248.64,809758.66,138280
e74367bd-7385-97dc-2c7f-251b4cd9fe29,1960-06-17,,999-21-9587,S99929408,X75173020X,Mrs.,Tennille443,Denna536,Skiles927,,Rosenbaum794,M,white,nonhispanic,F,Greenfield  Massachusetts  US,911 Hauck Key Suite 34,Arlington,Massachusetts,Middlesex County,25017.0,2476,42.41678968179605,-71.12736743578557,20735.42,1241522.69,23284
e89af71d-4aa4-2237-e71d-6fa8e4b5af09,2004-03-23,,999-20-6584,S99932192,X19006178X,Ms.,Adela471,Lilia791,Romero158,,,,white,hispanic,F,Portsmouth  Saint John Parish  DM,822 Lubowitz Estate Unit 52,Boston,Massachusetts,Suffolk County,25025.0,2119,42.32144859669666,-71.08040777647568,63473.16,7490.04,43858
eb5910f1-26e6-bc6f-b300-716eae678d6f,1995-01-17,,999-20-9963,S99976235,X25424087X,Mrs.,Larissa293,Jackeline690,Hand679,,Bins636,M,white,nonhispanic,F,Revere  Massachusetts  US,861 Swift Lock,Haverhill,Massachusetts,Essex County,25009.0,1832,42.84610565164186,-71.046128370516,147030.32,256737.65,47596
f0af24ba-22df-a2a6-ca80-9814fb6febff,1980-10-24,,999-17-4968,S99999389,X61189483X,Mr.,Caleb651,Mitchell808,Wiza601,,,S,white,hispanic,M,Swansea  Massachusetts  US,150 Watsica Dam,Agawam,Massachusetts,Hampden County,25013.0,1030,42.119665041008176,-72.69659106495038,80720.63,0.0,58325
f32a088b-988b-d7d5-008b-89ea4ed1fc48,2006-05-10,,999-97-4202,S99999113,X59846979X,Mr.,Wayne846,Norris589,McLaughlin530,,,,black,nonhispanic,M,Worcester  Massachusetts  US,1090 Crist Spur Suite 38,Cambridge,Massachusetts,Middlesex County,25017.0,2140,42.352797605821735,-71.13017025866257,10853.63,618044.33,10954
f95a6723-14a5-c4b6-78df-fa97f7ab361c,1986-05-17,,999-46-9505,S99923055,X78669670X,Mrs.,Roxann426,,Sauer652,,Bosco882,D,white,nonhispanic,F,Springfield  Massachusetts  US,632 Halvorson Rapid Apt 32,Mansfield,Massachusetts,Bristol County,,0,42.05025821414531,-71.26530895738023,201494.7,1143972.09,696664
f9dd6522-9d7a-93cd-c9c9-4fe118627441,1991-10-08,,999-21-2090,S99932262,X86112621X,Mrs.,Peggie783,Ima629,Weissnat378,,Wiza601,M,white,nonhispanic,F,Dracut  Massachusetts  US,434 Koelpin Arcade,West Springfield,Massachusetts,Hampden County,25013.0,1089,42.09090611901511,-72.61294556640303,227812.23,246906.78,76020
